# La frase que sale bajo el nombre de cada personaje.
# identidad = el valor del campo 0xBA162C11 de la partida.
# Lo genera herramientas/construir_descripciones.py (NOTAS O-92).
identidad,descripcion
0DB2962F,El lavado de cerebro le permitió revelar su verdadero ser.
0DC0BF38,¡El aventurero rojo siempre lleva su característica bufanda!
0DCD2DE0,"Si no se corta el pelo una vez por semana, no puede vivir tranquilo."
0DD8710F,Es todo un experto descubriendo rendijas para escabullirse.
0DDA1201,Tiene una capacidad pulmonar extraordinaria que le permite estar más de tres minutos sin respirar.
0DE744C5,El miembro más mayor de los Sílice. Usa un parche en el ojo como prueba de su veteranía.
0DE7CB88,Es un ávido cazador de insectos. Tiene el pupitre a rebosar.
0DF1B192,"No acepta ser la segunda más aplicada de la clase, así que se pasa todos los días estudiando como una loca."
0E0C78CA,Quiere ser guay y le importan más los tiros llamativos y los uniformes impecables que ganar.
0E20385B,Estudia los cristales de nieve y los ha dibujado en más de 30 libretas.
0E2B6F40,"Toma las decisiones justas en el momento adecuado, pero puede llegar a ser un pelín rudo."
0E5CA561,Es una chica atenta que siempre tiene tiempo para escuchar los problemas de sus amigos.
0E5EC66F,"Es todo un campeón echando pulsos, pero no le gusta demasiado competir."
0E631FE6,Solía vivir en una isla desierta. Va a todos lados a pie.
0E6390AB,"Sigue todas las órdenes de <FST:POWAI> al dedillo, por complicadas que sean."
0E7CDEA4,"Solía ser miope, pero sus gafas la han dotado de una gran visión de juego."
0E87BC6E,"Hace ver que es muy valiente, pero en realidad es un gallina de cuidado."
0E8C6438,"Es aristócrata y tiene la vida resuelta, pero prefiere no quedarse de brazos cruzados."
0E914939,Organizó un torneo intergaláctico para hacerse con el control del plasma cósmico.
0EAEF3BE,"Es demasiado brusco en el trato a los demás, pero muy leal y responsable."
0EB132FC,"Dice que nació en Osaka, pero no sabe ni donde está."
0EBBE824,"Un pilar defensivo en el que confían sus compañeros de equipo, gracias a su buen criterio y capacidad de decisión."
0EC49BD3,Le gusta viajar desde que su madre lo tuvo en pleno vuelo transatlántico.
0EC8CE59,El jazz fluye por sus venas. Mientras dribla sigue el tempo que tiene en la cabeza.
0ECF62D8,"Suele prestar apoyo desde las sombras con su suave voz. Bajo los reflectores, es una modelo de gran belleza."
0ED9399F,"Nació en el seno de una familia aristócrata, pero le gustaría ser uno más de la plebe."
0EDEBDDD,Joven que adora el fútbol. En su mirada arde una pasión inagotable.
0EEB11C0,"Además de guapo, es intelectual y está en forma, ¡lo tiene todo! Su única debilidad son los insectos..."
0EF3DFF7,"Su infancia no fue un camino de rosas, pero gracias a ello ahora es una persona fuerte."
0EF9425A,Un jugador excepcional. Su cabello se extiende como un par de alas mientras le roba el balón a sus rivales.
0F06F1E4,Virtuoso mago. Mueve las manos tan rápido que parece que tenga varias.
0F0A76D4,Es tan escéptico que no se fía ni de su propia sombra.
0F0AA46E,Sus puñetazos de Muay Thai son tan potentes que a veces rompe el balón al hacer paradas.
0F1B53A8,Asusta a la gente con su caminar fantasmal. ¡Algunos dicen que hasta atraviesa paredes!
0F1C3FE7,Le encanta tanto cantar y bailar que empieza a marcar el ritmo sin darse cuenta.
0F297BF7,No hace nada que no le beneficie y solo piensa en su éxito personal.
0F31B5C0,"Le encanta lanzarse en paracaídas, aunque una vez cayó en una fuente."
0F3B286D,"Lo llaman ""Búfalo "". No se sabe si se peina así aposta."
0F40876B,Tiene la mecha corta y se altera enseguida. Respirar hondo le ayuda a calmarse.
0F45D659,"Sabe hacer lazos de mil y una formas. Especialmente su obra maestra, el ""Dragón celestial ""."
0F638428,"Resuelve los rompecabezas de Go con facilidad, pero cuando se enamoró sus estrategias le hicieron jaque mate."
0F7358CB,Le gusta la manicura y siempre está comprobando si todavía conserva las uñas durante los partidos.
0F9CAC58,Un auténtico carnívoro que no deja que nada verde toque su plato.
0F9E401B,Cierra huecos a los rivales con movimientos rápidos y precisos.
0F9ECF56,"Aunque tiene buen corazón, a veces sus comentarios pueden ser un poco crueles."
0FA175D1,Crece como una planta tropical. Los días lluviosos hasta crece más.
0FA1FA9C,"La fuerza del equipo que hace todo el trabajo duro, aunque <FST:URMI> lo suele usar como asiento."
0FBEB493,Saca puros dieces en clase de arte. Sueña con ser un escultor de primera.
0FC97613,"El estratega de la Mar de Luna, capaz de idear un plan para cada situación al instante."
0FE2526C,"Gracias a las técnicas que aprendió en Europa, su juego es excepcional."
0FE90577,Colecciona fotos nocturnas de faros. Su sueño es ver y fotografiar todos los del mundo.
1032A1C6,Jugador agresivo que roba el balón aunque tenga que derribar al rival.
1039F6DD,"Crea dibujos increíbles usando tinta hecha a base de carbón, así que no le importará que se lo regales."
104C5FF2,"Su especialidad es el placaje que le enseñó su padre, un aficionado al rugby."
104E3CFC,"Nadie sabe por qué, pero siempre está haciendo agujeros en el suelo."
105AF1C4,"Ágil y ligero de pies, nunca titubea ni siquiera ante rivales más grandes."
105C479C,"No importa el frío que haga, lo da todo en cada entreno como si fuera la misión de un guerrero."
105D5D45,"Es pequeño, rápido y algo nervioso. Su buena visión espacial lo convierte en un pro en el campo."
105DB7FF,Jugador que siempre esboza una desafiante sonrisa. Atosiga a los rivales con un estilo de juego hiperagresivo.
105E0C68,El diabólico ángel guardián del Zan que defiende la portería a toda costa.
1071867B,"Tiene un cuerpo enclenque, pero es de carácter recio."
107D014B,Es la amiga de la infancia de <FLC:HAIZAKI>. El proyecto Ares la dejó tan emocionalmente marcada que pasó años hospitalizada.
10835FE9,"Cuando organiza algo, pone a todos firmes."
108BBDA0,Un centrocampista de rostro inescrutable fiel a <FLA:SAKAMAKI>.
109525F3,Quiere convertirse en bailaora de flamenco y entrena duro para ello.
109EFDA5,"Dice que quiere ser presidente de Estados Unidos, pero nadie se lo toma en serio..."
10A0EEAE,Le gusta la velocidad gracias a los juegos de carreras. Monta en bici para recrear esa sensación en la vida real.
10A3AB61,Tiene una personalidad débil y se deja influenciar por lo que la gente le dice.
10ACD5FA,Un delantero que juega sin emoción y siempre hace caso a <FLA:SAKAMAKI>.
10CB2F4F,Su sueño es ser un experto constructor de arcos y flechas.
10D6024E,Afable y fortachón. Cae muy bien a la gente.
10E1466A,"Va de malote, pero en realidad es un empollón."
10F9885D,"Aunque es bajita, corre que se las pela tras el balón cuando hace falta."
11021263,Jugador que irradia un ardiente entusiasmo. Tiene una curiosa obsesión con su cinta para el pelo.
11094578,Suele cargar con el hombro sobre los rivales hasta que consigue tumbarlos.
11146879,Se le da de fábula investigar y recoger datos de los equipos rivales.
11232C5D,Sueña con convertirse en la primera persona en pisar Marte.
113BE26A,Sueña con abrir un restaurante hawaiano en una playa que le queda cerca.
114135DE,Sus supermandíbulas trituran hasta los caramelos más duros.
114F13CA,Hijo del legendario futbolista <FUL:ENDO>. Sus habilidades impresionan.
11574FC4,Lo sabe todo sobre kimonos. No falta a ninguna ceremonia.
115C9792,"Después de probar varios deportes, ha acabado aficionándose al fútbol."
1161C156,Todos saben cuándo miente porque al hacerlo se le mueve la nariz.
1162E3D9,Aprovecha su elasticidad para hacer entradas de lo más sorprendentes.
116D343D,Es un jugador polivalente. Se le da bien tanto la defensa como el ataque.
11878E9D,"Le gusta hablar con las plantas, pero nunca escucha a los de su equipo."
118C56CB,Le gusta la filosofía oriental y por eso siempre lee libros sobre el tema.
118CD986,"Es tan estricto con las reglas que sus compañeros lo llaman ""el sargento de la vara ""."
118E35C5,Se pinta la cara para parecerse a un monstruo de laboratorio.
119C665F,De carácter más explosivo que sus compañeros. No está satisfecho si las cosas no salen tal como las imaginó.
119E2DAB,Huele a dulces y esprinta como un cohete cuando hay tentempiés de por medio.
119F3772,"Es especialista en tender trampas y con labia a juego. Como es larguirucho, es difícil de esquivar."
11A6320A,"Se le conoce como el ""maestro de campeones "" por sus múltiples esfuerzos para llevar al éxito a su equipo de béisbol."
11B0A983,Vigila a todo jugador como un halcón. Renunció a sus brillantes uñas en pro del voleibol.
11B36301,"Capitán de Los Storm Wolves. Dirige al equipo con sus jugadas, no con palabras."
11B3EC4C,Detective cuya aguda perspicacia deja en ridículo a la de la policía.
11CF124C,"Algo grosero, pero muy encantador. Sigiloso y limpio al nadar de espaldas."
11D40EAE,Esquía en todas las pistas por muy peligrosas que sean.
11F0CBF1,Da instrucciones al resto del equipo con la mirada.
11FB13A7,Un jugador del inframundo. Es tan grande como avaricioso.
12035AF3,"Le gustan los animales fieros, pero le dan miedo los tábanos."
12080DE8,Le encanta la música guay. También toca el teclado en un grupo.
120882A5,"Aunque es una modesta estudiante de secundaria, su presencia rivaliza con la de cualquier adulto."
120AE1AB,Hija del exitoso dueño de un hotel famoso. Dicen que su habilidad para atender clientes supera a la de los adultos.
121A6EDF,Una loba solitaria de agudos instintos que esquiva los ataques incluso antes de que ocurran.
122A9A6E,Está convencido de que la tecnología alemana es la mejor y se la pasa recomomendando productos alemanes.
12373822,"Se unió al club de teatro para ser actor, pero fracasa cada vez que actúa."
1237B76F,Su fuerza amplifica la técnica de <FST:BARK>. Carga contra los defensas con una fuerza demoledora.
1262EAC8,Una alienígena que ama la comida y ha probado platos por toda la galaxia. ¿Su favorito? Las hamburguesas de la Tierra.
12741F9F,Hace amuletos de papel y los usa para realizar técnicas extrañas.
127FC7C9,Jugador celestial dotado de poderes propios y lugarteniente de <FUL:SEIN>. Siempre luce genial.
128CE95A,Este defensa de mirada inquietante es plenamente fiel a <FLA:SAKAMAKI>.
1290BC17,"Siempre llega el primero al instituto, pero nadie sabe el porqué."
129DCFA7,Un defensa con unas piernas curtidas por su vida isleña. Famoso por su velocidad en el campo.
12A7F833,Es famoso por su destreza ejecutando complicadas llaves de lucha libre.
12B74634,"Su destreza artística cautiva a sus rivales, juega divinamente."
12BF3604,"Sufre de alergias todo el año, así que se pasa los días estornudando."
12D010F2,Alpinista nato cuyo sueño es escalar las montañas más altas de Japón.
12D843FC,Su bebida favorita es el capuchino y suele frecuentar cafeterías de moda.
12DDC06A,Delantero apasionado que se irrita si no es el centro de atención.
12E51538,Le encanta combinar conjuntos llenos de color. ¿Pero mezclar 7 colores? Eso ya es pasarse de la raya.
12FFDB3B,Cada promesa es como un voto sagrado para él. Con su presencia hace que también lo sea para los demás.
1311F19D,Cualquier perro rabioso se amansa si sigue su adiestramiento.
131A29CB,Este chaval es un maestro artesano de los camafeos. ¡Ha ganado incluso premios!
13277F0F,Adora la comida pesada como las hamburguesas y los pasteles.
1348F02E,"La capitana del Protocolo Omega 2.0 es risueña, pero tiene un lado oscuro."
1352D620,"Es muy grandote, pero tiene pánico a los perros (incluso a los cachorros)."
13659204,"Si participa en una carrera náutica, no cabe duda de que él se llevará la victoria."
1376EEC9,"Un joven fanfarrón, pero con un increíble talento. Controla a los demás como si fuesen marionetas."
137D5C33,Aspira a ser una escultora famosa. Duerme con martillo y cincel.
139227ED,Una portera muy enérgica y de buen corazón. Bucear le ha ayudado a ser mucho más resistente.
13B675A8,"Se dice que si le tocas las orejas, tendrás buena suerte."
13BD22B3,"Poco dado a mostrar sus emociones, pero cuando se enfada es imparable."
13BE3226,"El valiente nieto del profesor <LST:ARNO>, con un gran sentido de la justicia. Parte en un viaje con <FUL:WANDABA> para encontrar al mejor equipo."
13C88B9C,"Popular en los pícnics, ya que el sol parece seguirle a todas partes."
13CAE892,"Siempre lleva una capucha roja y una cesta, como cierta niña de un cuento."
13E10190,Siempre hace reír a la gente y mantiene alto el ánimo del equipo hasta cuando sus chistes no tienen gracia.
13E6AD11,Le gusta más el hip-hop que la samba. Tiene un sentido del ritmo único e inigualable.
13EF9C16,"Está obsesionado con ganar. Cree que la sangre, el sudor y las lágrimas son el camino más rápido hacia la victoria."
13F55215,Le encanta el té verde. Tiene en casa más de cien variedades.
140C5169,"Jugador que dirige a su equipo como un director de orquesta. Todo un genio, que se ha ganado el apodo de ""Virtuoso ""."
14138117,Entrena a gran altitud en los Andes. ¡No hay quien escape a sus jugadas!
14185941,Su familia se dedica desde hace siglos a la fabricación de telas.
141C85B0,"Muy competitivo y todo un cazatalentos. Sin embargo, los nervios siempre le pasan factura."
142580C8,Jugador polifacético con un liderazgo excepcional. Posee una gran destreza y tácticas muy ingeniosas.
142ED7D3,Es un apasionado de la historia que investiga la local y la organiza cronológicamente.
1433FAD2,Toca la batería con técnica refinada. Pilla cualquier ritmo en un santiamén.
14435CBC,Siempre quiere ser la protagonista y es incapaz de mantenerse en segundo plano.
14510A34,El segundo mejor delantero de Orión después de <FST:YURIKA>. Su mirada penetrante mantiene a los rivales en tensión.
14583B33,Su cálida y amable sonrisa calma a la gente y siempre está dispuesta a ayudar a los que lo necesiten.
145B7EFC,Hace voluntariado. Dona la mitad de su paga a obras de caridad.
1466A775,"Es una chica que tiene los pies en la tierra, además posee una gran capacidad de análisis."
146C3AD8,Sueña con hacerse rico montando una fábrica de coches eléctricos.
146FA3CD,Un grafitero que decora las paredes de los almacenes y que sueña con iluminar la ciudad con sus pinturas.
1474F4EF,"Alto y fuerte como una torre, se enorgullece de su defensa perfecta, pero prefiere ser delantero."
